기간,회원구분,급전방식,사업구분,지역,원자력,유연탄,무연탄,유류,LNG,양수,신재생,,,,,,,,기타,합계
,,,,,,,,,,,연료전지,석탄가스화,태양,풍력,수력,해양,바이오,폐기물,,
2023/10,합계,합계,합계,강원,0,5314,400,0,1279.2,1000,112.89600000000002,0,1688.0328840000454,528.1980000000002,520.0949999999999,0,371.26500000000004,0,18.97,11232.656884000045
2023/10,합계,합계,합계,충북,0,0,0,0,0,0,39.6,0,1277.670204000031,0,507.004,0,2.66,0,51.007,1889.9412040000311
2023/10,합계,합계,합계,충남,0,18246.058,0,469.61,4208.45,0,82.72,346.33,3091.6494659999494,2,32.297,0,382.8,0,9.39,26871.304465999954
2023/10,합계,합계,합계,전북,0,504.40900000000005,0,7.340000000000001,718.4000000000001,600,18.345,0,4196.31861500036,79.5,80.03699999999999,0,477.812,0,14.695,6696.856615000361
2023/10,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,68.56,0,5389.986815000001,425.47499999999997,37.095,1.08,2.8689999999999998,0,22.869999999999997,15230.504715000001
2023/10,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,38.278000000000006,0,3115.0133579999224,466.7,179.95499999999998,0,1.5,0,38.935,17176.581357999923
2023/10,합계,합계,합계,경남,0,8200,0,27.19,118.97200000000001,1300,4.515000000000001,0,1581.6084400000288,86.18599999999999,145.469,0,13.835,0,3.883,11481.658440000028
2023/10,합계,합계,합계,제주,0,0,0,193.135,333.734,0,0,0,558.7512150000003,296.69,1.2164000000000001,0.5,394.549,0,19.2,1798.2754150000005
2023/10,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,69.58884,0,2.31,0,5,0,3.25,615.8698400000001
2023/10,합계,합계,합계,소계,24650,38826.922,400,857.295,43191.289000000004,4700,1047.7539999999997,346.33,23433.540583003207,1940.6819999999998,1799.9964,255.58,1811.5659999999998,0,457.1449999999999,143730.72868300322
2023/09,합계,합계,합계,서울,0,0,0,0,802.346,0,86.10000000000001,0,46.12968000000001,0,0.3,0,5.8,0,27.950000000000003,968.62568
2023/09,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,195.15661999999992,0.012,0.02,0,4.574,0,33.9,6690.17862
2023/09,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,257.05904500000025,0,3.56,0,4.5,0,9.9,763.5260450000003
2023/09,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,119.38325500000002,49,12.599,0,78.23,0,30.78,14210.234255
2023/09,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,263.57613100000026,0,1.83,0,2.12,0,4.36,408.16713100000027
2023/09,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,47.644284999999996,0,0,0,0.099,0,88,191.20828500000002
2023/09,합계,합계,합계,울산,2800,0,0,0,2514.7,0,35.978,0,93.12698500000008,1.65,0.3,0,0,0,21.9,5467.654985
2023/09,합계,합계,합계,경기,0,253.35500000000002,0,39.35,18987.716999999997,400,256.49,0,1411.547885000006,5.271,275.90900000000005,254,63.952999999999996,0,58.154999999999994,22005.747885
2023/09,합계,합계,합계,강원,0,5314,400,0,1279.2,1000,112.89600000000002,0,1672.334851000045,523.9980000000002,520.0949999999999,0,371.26500000000004,0,19.59,11213.378851000045
2023/09,합계,합계,합계,충북,0,0,0,0,0,0,39.6,0,1268.2788140000312,0,507.004,0,2.66,0,51.007,1880.5498140000313
2023/09,합계,합계,합계,충남,0,18246.058,0,469.61,4208.45,0,62.92,346.33,3075.359300999951,2,32.297,0,382.8,0,9.39,26835.214300999956
2023/09,합계,합계,합계,전북,0,504.40900000000005,0,7.340000000000001,718.4000000000001,600,17.82,0,4180.077985000362,79.5,80.03699999999999,0,477.812,0,14.695,6680.090985000363
2023/09,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,68.56,0,5322.872114999998,425.47499999999997,37.095,1.08,2.8689999999999998,0,22.869999999999997,15163.390014999999
2023/09,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,38.278000000000006,0,3079.555947999921,466.7,179.95499999999998,0,1.5,0,38.935,17141.123947999924
2023/09,합계,합계,합계,경남,0,8200,0,27.19,118.97200000000001,1300,4.515000000000001,0,1566.0440450000276,86.18599999999999,145.469,0,13.835,0,3.883,11466.094045000029
2023/09,합계,합계,합계,제주,0,0,0,193.135,333.734,0,0,0,551.6729550000005,291.69,0.8164,0.5,394.45,0,19.2,1785.6981550000005
2023/09,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,69.06329000000001,0,2.31,0,5,0,3.25,615.34429
2023/09,합계,합계,합계,소계,24650,38826.922,400,857.295,43191.289000000004,4700,1026.9889999999996,346.33,23218.883190003133,1931.4819999999997,1799.5964,255.58,1811.4669999999999,0,457.76499999999993,143486.22729000315
2023/08,합계,합계,합계,서울,0,0,0,0,802.346,0,86.10000000000001,0,46.18236000000001,0,0.3,0,5.8,0,27.950000000000003,968.67836
2023/08,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,193.88194499999992,0.012,0.02,0,4.574,0,33.9,6688.903945
2023/08,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,254.20963000000015,0,3.56,0,4.5,0,9.9,760.6766300000003
2023/08,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,116.43646500000001,49,12.599,0,78.23,0,30.78,14207.287464999998
2023/08,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,259.5231610000003,0,1.83,0,2.12,0,4.36,404.1141610000003
2023/08,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,47.22747500000001,0,0,0,0.099,0,88,190.79147500000002
2023/08,합계,합계,합계,울산,2800,0,0,0,2514.7,0,35.978,0,93.12631500000006,1.65,0.3,0,0,0,21.9,5467.654315000001
2023/08,합계,합계,합계,경기,0,253.35500000000002,0,39.35,18987.716999999997,400,256.49,0,1402.5522100000035,5.271,275.90900000000005,254,63.952999999999996,0,58.154999999999994,21996.75221
2023/08,합계,합계,합계,강원,0,5314,400,0,1279.2,1000,54.096,0,1661.4318610000455,523.9980000000002,520.0949999999999,0,371.26500000000004,0,19.59,11143.675861000045
2023/08,합계,합계,합계,충북,0,0,0,0,0,0,39.6,0,1254.16629900003,0,507.004,0,2.66,0,51.007,1866.43729900003
2023/08,합계,합계,합계,충남,0,18246.058,0,469.61,4208.45,0,62.92,346.33,3064.925960999952,2,32.297,0,382.8,0,9.39,26824.780960999957
2023/08,합계,합계,합계,전북,0,504.40900000000005,0,7.340000000000001,718.4000000000001,600,18.345,0,4148.702515000356,79.5,80.03699999999999,0,477.812,0,14.695,6649.240515000356
2023/08,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,68.56,0,5309.254200000009,425.47499999999997,37.096,1.08,2.8689999999999998,0,145.36999999999998,15272.27310000001
2023/08,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,18.477999999999998,0,3052.4518829999197,466.7,179.95499999999998,0,1.5,0,38.935,17094.21988299992
2023/08,합계,합계,합계,경남,0,8200,0,27.19,118.97200000000001,1300,4.515000000000001,0,1560.2808100000266,86.18599999999999,145.469,0,13.835,0,3.883,11460.330810000027
2023/08,합계,합계,합계,제주,0,0,0,153.135,333.734,0,0,0,555.2746700000005,291.69,1.2164000000000001,0.5,434.549,0,19.2,1789.7988700000005
2023/08,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,68.86361000000001,0,2.31,0,5,0,3.25,615.1446100000001
2023/08,합계,합계,합계,소계,24650,38826.922,400,817.295,43191.289000000004,4700,948.9139999999996,346.33,23088.491370003107,1931.4819999999997,1799.9974,255.58,1851.5659999999998,0,580.2649999999999,143400.76047000312
2023/07,합계,합계,합계,서울,0,0,0,0,802.346,0,86.10000000000001,0,46.04945500000001,0,0.3,0,5.8,0,27.950000000000003,968.5454550000001
2023/07,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,192.43431499999994,0.012,0.02,0,4.574,0,33.9,6687.456314999999
2023/07,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,251.7837800000001,0,3.56,0,4.5,0,9.9,758.2507800000002
2023/07,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,115.34546,49,12.599,0,78.23,0,30.78,14206.196459999997
2023/07,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,255.25189600000027,0,1.83,0,2.12,0,4.36,399.8428960000003
2023/07,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,46.921165000000016,0,0,0,0.099,0,88,190.48516500000002
2023/07,합계,합계,합계,울산,2800,0,0,0,2514.7,0,35.978,0,91.34230000000008,1.65,0.3,0,0,0,21.9,5465.8703000000005
2023/07,합계,합계,합계,경기,0,253.35500000000002,0,39.35,18987.716999999997,400,256.49,0,1388.279015000006,5.271,275.90900000000005,254,63.952999999999996,0,58.154999999999994,21982.479015
2023/07,합계,합계,합계,강원,0,5314,400,0,1279.2,1000,54.096,0,1649.203831000044,523.9980000000002,520.0949999999999,0,371.26500000000004,0,13.39,11125.247831000042
2023/07,합계,합계,합계,충북,0,0,0,0,0,0,39.6,0,1243.366004000029,0,507.004,0,2.66,0,51.007,1855.637004000029
2023/07,합계,합계,합계,충남,0,18246.058,0,469.61,4208.45,0,62.92,346.33,2741.088460999953,2,32.297,0,382.8,0,9.39,26500.943460999955
2023/07,합계,합계,합계,전북,0,445.369,0,7.340000000000001,718.4000000000001,600,18.345,0,4124.935045000355,79.5,80.03699999999999,0,477.812,0,14.695,6566.4330450003545
2023/07,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,68.56,0,5222.230180000001,425.47499999999997,37.111,1.08,2.8689999999999998,0,22.869999999999997,15062.76408
2023/07,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,18.477999999999998,0,3021.2361279999222,466.7,179.95499999999998,0,1.5,0,38.935,17063.004127999924
2023/07,합계,합계,합계,경남,0,8200,0,27.19,0,1300,4.515000000000001,0,1552.3870050000262,86.18599999999999,145.469,0,13.835,0,3.883,11333.465005000024
2023/07,합계,합계,합계,제주,0,0,0,153.135,333.734,0,0,0,551.8278900000004,291.69,0.8164,0.5,434.45,0,19.2,1785.8530900000005
2023/07,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,68.47567000000001,0,2.31,0,5,0,3.25,614.75667
2023/07,합계,합계,합계,소계,24650,38767.882,400,817.295,43072.317,4700,948.9139999999996,346.33,22562.157600003102,1931.4819999999997,1799.6124,255.58,1851.4669999999999,0,451.56499999999994,142567.2307000031
2023/06,합계,합계,합계,서울,0,0,0,0,802.346,0,85.8,0,46.778454999999994,0,0.3,0,5.8,0,27.950000000000003,968.974455
2023/06,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,187.97083999999995,0.762,0.02,0,4.574,0,33.9,6683.742840000001
2023/06,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,144.89495999999994,0,3.56,0,4.5,0,9.9,651.3619600000001
2023/06,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,114.805025,49,12.599,0,78.23,0,30.78,14205.656024999998
2023/06,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,253.5300110000003,0,1.83,0,2.12,0,4.36,398.1210110000003
2023/06,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,46.791665000000016,0,0,0,0.099,0,88,190.35566500000004
2023/06,합계,합계,합계,울산,2800,0,0,0,2514.7,0,35.978,0,89.74754000000007,1.65,0.3,0,0,0,21.9,5464.275540000001
2023/06,합계,합계,합계,경기,0,253.35500000000002,0,39.35,17611.857000000004,400,256.49,0,1372.0533800000078,5.271,276.10900000000004,254,59.452999999999996,0,58.154999999999994,20586.09338000001
2023/06,합계,합계,합계,강원,0,5314,400,0,1279.2,1000,54.096,0,1638.664186000044,522.5480000000001,520.0949999999999,0,371.26500000000004,0,13.39,11113.258186000045
2023/06,합계,합계,합계,충북,0,0,0,0,0,0,39.6,0,1233.0586440000288,0,507.004,0,2.66,0,52.806999999999995,1847.1296440000287
2023/06,합계,합계,합계,충남,0,18246.058,0,469.61,4208.45,0,63.92,346.33,2721.347025999957,2,32.297,0,382.8,0,9.39,26482.202025999963
2023/06,합계,합계,합계,전북,0,445.369,0,7.340000000000001,718.4000000000001,600,20.745,0,4106.998420000347,79.5,80.03699999999999,0,477.81300000000005,0,14.695,6550.897420000348
2023/06,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,68.56,0,5125.300399999995,425.47499999999997,37.111,1.08,2.8689999999999998,0,23.169999999999998,14966.134299999992
2023/06,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,18.477999999999998,0,3088.0789879999393,467.36,179.95499999999998,0,3.5,0,38.935,17132.50698799994
2023/06,합계,합계,합계,경남,0,8200,0,27.19,0,1300,4.515000000000001,0,1533.4017200000255,86.18599999999999,145.469,0,14.535,0,3.883,11315.179720000024
2023/06,합계,합계,합계,제주,0,0,0,153.135,333.734,0,0,0,550.4706100000004,292.07227,0.8164,0.5,434.45,0,19.2,1784.8780800000004
2023/06,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,68.45603500000001,0,2.31,0,5,0,3.25,614.737035
2023/06,합계,합계,합계,소계,24650,38767.882,400,817.295,41696.457,4700,952.0139999999996,346.33,22322.34790500305,1931.8242699999998,1799.8124,255.58,1849.668,0,453.66499999999996,140955.50427500304
2023/05,합계,합계,합계,서울,0,0,0,0,802.346,0,85.8,0,46.389419999999994,0,0.3,0,6.865,0,27.950000000000003,969.6504199999999
2023/05,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,185.77038999999994,0.762,0.02,0,6.6899999999999995,0,33.9,6683.6583900000005
2023/05,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,141.65690499999997,0,3.56,0,4.5,0,9.9,648.1239049999999
2023/05,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,110.24452,49,12.599,0,78.23,0,33.28,14203.595519999999
2023/05,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,252.70129600000024,0,1.83,0,2.12,0,4.36,397.29229600000025
2023/05,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,46.60562500000002,0,0,0,0.099,0,88,190.16962500000005
2023/05,합계,합계,합계,울산,2800,0,0,0,2514.7,0,35.978,0,88.74339000000006,1.65,0.3,0,0,0,21.9,5463.27139
2023/05,합계,합계,합계,경기,0,253.35500000000002,0,39.35,17611.857000000004,400,256.49,0,1351.1246300000082,5.271,276.10900000000004,254,59.452999999999996,0,58.154999999999994,20565.16463000001
2023/05,합계,합계,합계,강원,0,5314,400,0,1279.2,1000,34.296,0,1632.218446000044,522.5480000000001,520.0949999999999,0,371.26500000000004,0,13.39,11087.012446000044
2023/05,합계,합계,합계,충북,0,0,0,0,0,0,39.6,0,1219.7509740000273,0,507.004,0,2.66,0,52.806999999999995,1833.8219740000272
2023/05,합계,합계,합계,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2692.4346559999567,2,32.297,0,382.8,0,9.39,25958.28965599996
2023/05,합계,합계,합계,전북,0,445.369,0,7.340000000000001,718.4000000000001,600,20.745,0,4078.191675000337,79.5,80.03699999999999,0,479.70300000000003,0,14.695,6523.980675000337
2023/05,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,68.56,0,5074.909199999994,425.47499999999997,37.101,1.08,2.8689999999999998,0,23.169999999999998,14915.733099999992
2023/05,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,3.4779999999999998,0,3059.1589329999365,467.36,179.95499999999998,0,3.5,0,38.935,17088.586932999937
2023/05,합계,합계,합계,경남,0,8200,0,27.19,0,1300,4.515000000000001,0,1516.676380000023,86.18599999999999,145.469,0,14.535,0,4.283,11298.85438000002
2023/05,합계,합계,합계,제주,0,0,0,153.135,333.734,0,0,0,564.7488700000004,292.07227,0.8164,0.5,434.45,0,19.2,1799.1563400000002
2023/05,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,67.307385,0,2.31,0,5,0,3.25,613.588385
2023/05,합계,합계,합계,소계,24650,38767.882,400,817.295,41201.457,4700,917.2139999999996,346.33,22128.632695003053,1931.8242699999998,1799.8024,255.58,1854.739,0,456.56499999999994,140239.95006500304
2023/04,합계,합계,합계,서울,0,0,0,0,802.346,0,85.8,0,46.57941999999999,0,0.316,0,6.865,0,27.950000000000003,969.85642
2023/04,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,184.54378999999994,0.762,0.02,0,6.6899999999999995,0,33.9,6682.43179
2023/04,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,140.03640000000001,0,3.56,0,4.5,0,9.9,646.5034
2023/04,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,109.95118999999998,49,12.599,0,78.23,0,33.28,14203.302189999999
2023/04,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,250.47028600000027,0,1.83,0,2.14,0,4.36,395.0812860000003
2023/04,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,45.03712500000002,0,0,0,0.099,0,88,188.60112500000002
2023/04,합계,합계,합계,울산,2800,0,0,0,2514.7,0,35.978,0,85.46891500000007,1.65,0.3,0,0,0,21.9,5459.996915
2023/04,합계,합계,합계,경기,0,253.35500000000002,0,39.35,17611.857000000004,400,256.49,0,1336.7200600000072,5.271,276.10900000000004,254,59.702999999999996,0,58.154999999999994,20551.010060000008
2023/04,합계,합계,합계,강원,0,4274,400,0,1279.2,1000,34.296,0,1627.6451210000448,522.5480000000001,520.0949999999999,0,371.26500000000004,0,13.39,10042.439121000043
2023/04,합계,합계,합계,충북,0,0,0,0,0,0,39.6,0,1206.5058540000264,0,507.004,0,2.66,0,52.806999999999995,1820.5768540000265
2023/04,합계,합계,합계,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2677.63993099996,2,32.297,0,382.8,0,9.39,25943.494930999965
2023/04,합계,합계,합계,전북,0,445.369,0,7.340000000000001,718.4000000000001,600,20.745,0,4059.7292850003373,79.5,80.03699999999999,0,479.70300000000003,0,14.695,6505.5182850003375
2023/04,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,68.56,0,5064.210400000001,425.47499999999997,37.098,1.08,2.8689999999999998,0,23.169999999999998,14905.0313
2023/04,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,3.4779999999999998,0,3028.1367429999395,467.36,179.95499999999998,0,3.5,0,38.935,17057.56474299994
2023/04,합계,합계,합계,경남,0,8200,0,27.19,0,1300,4.515000000000001,0,1504.6306850000208,86.18599999999999,145.469,0,15.355,0,4.283,11287.62868500002
2023/04,합계,합계,합계,제주,0,0,0,153.135,333.734,0,0,0,558.897295,291.69,0.8164,0.5,434.45,0,19.2,1792.9224950000003
2023/04,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,67.178055,0,2.31,0,5,0,3.25,613.459055
2023/04,합계,합계,합계,소계,24650,37727.882,400,817.295,41201.457,4700,917.2139999999996,346.33,21993.380555003063,1931.4419999999998,1799.8154,255.58,1855.8290000000002,0,456.56499999999994,139065.41865500307
2023/03,합계,합계,합계,서울,0,0,0,0,802.346,0,68.39999999999999,0,46.83808499999999,0,0.316,0,6.865,0,27.950000000000003,952.715085
2023/03,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,181.69211499999994,0.762,0.02,0,6.6899999999999995,0,33.9,6679.580115
2023/03,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,139.72763500000002,0,3.56,0,4.5,0,9.9,646.1946350000001
2023/03,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,109.92808999999998,49,12.599,0,78.23,0,33.28,14203.279089999998
2023/03,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,248.84293600000032,0,1.83,0,2.14,0,4.36,393.45393600000034
2023/03,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,46.80519500000002,0,0,0,0.099,0,88,190.36919500000005
2023/03,합계,합계,합계,울산,2800,0,0,0,2514.7,0,35.978,0,84.33392500000005,1.65,0.3,0,0,0,21.9,5458.861924999999
2023/03,합계,합계,합계,경기,0,253.35500000000002,0,39.35,17611.857000000004,400,256.49,0,1340.957410000007,5.326,276.10900000000004,254,59.952999999999996,0,58.154999999999994,20555.55241000001
2023/03,합계,합계,합계,강원,0,4274,400,0,1279.2,1000,34.296,0,1608.1459860000439,522.5480000000001,520.0949999999999,0,361.31500000000005,0,13.39,10012.989986000044
2023/03,합계,합계,합계,충북,0,0,0,58.3,0,0,39.6,0,1188.8558190000247,0,507.004,0,2.66,0,52.806999999999995,1861.2268190000245
2023/03,합계,합계,합계,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2682.1383859999555,2,32.297,0,379.20000000000005,0,9.39,25944.39338599996
2023/03,합계,합계,합계,전북,0,445.369,0,7.340000000000001,718.4000000000001,600,21.185000000000002,0,4052.2277150003406,79.5,80.03699999999999,0,479.70300000000003,0,14.695,6498.45671500034
2023/03,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,50.08,0,5066.265664999993,425.47499999999997,37.098,1.08,2.936,0,23.169999999999998,14888.673564999992
2023/03,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,3.778,0,3026.338787999938,467.36,180.855,0,3.5,0,38.935,17056.96678799994
2023/03,합계,합계,합계,경남,0,8200,0,27.19,0,1300,4.515000000000001,0,1495.2517200000227,86.18599999999999,145.469,0,15.355,0,4.283,11278.249720000022
2023/03,합계,합계,합계,제주,0,0,0,193.135,333.734,0,0,0,577.6049549999998,291.7894,1.2164000000000001,0.5,396.949,0,19.2,1814.6285549999996
2023/03,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,66.893685,0,2.31,0,5,0,3.25,613.1746850000001
2023/03,합계,합계,합계,소계,24650,37727.882,400,915.5949999999999,41201.457,4700,882.0739999999996,346.33,21962.848110003037,1931.5964,1801.1154000000001,255.58,1805.095,0,456.56499999999994,139048.76661000305
2023/02,합계,합계,합계,서울,0,0,0,0,802.346,0,68.39999999999999,0,46.83808499999999,0,0.316,0,6.865,0,27.950000000000003,952.715085
2023/02,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,175.38773499999996,0.762,0.02,0,6.6899999999999995,0,33.9,6673.275735
2023/02,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,138.58805000000004,0,3.56,0,4.5,0,9.9,645.05505
2023/02,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,105.72633499999998,49,12.599,0,78.23,0,33.28,14199.077335
2023/02,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,246.8347560000003,0,1.83,0,2.14,0,4.36,391.4457560000003
2023/02,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,46.22653500000002,0,0,0,0.099,0,88,189.79053500000003
2023/02,합계,합계,합계,울산,2800,0,0,0,2514.7,0,27.878,0,80.32527000000002,1.65,0.3,0,0,0,21.9,5446.753269999999
2023/02,합계,합계,합계,경기,0,253.35500000000002,0,39.35,17611.857000000004,400,256.49,0,1329.7826550000068,5.326,276.10900000000004,254,59.952999999999996,0,58.154999999999994,20544.377655000008
2023/02,합계,합계,합계,강원,0,4274,400,0,1279.2,1000,34.296,0,1598.892621000043,522.5480000000001,520.0949999999999,0,361.31500000000005,0,13.39,10003.736621000042
2023/02,합계,합계,합계,충북,0,0,0,58.3,0,0,39.6,0,1168.2578840000242,0,507.004,0,2.66,0,52.806999999999995,1840.6288840000243
2023/02,합계,합계,합계,충남,0,18246.058,0,469.61,3713.45,0,63.92,346.33,2652.6054009999552,2,32.297,0,379.20000000000005,0,9.39,25914.86040099996
2023/02,합계,합계,합계,전북,0,445.369,0,7.340000000000001,718.4000000000001,600,21.185000000000002,0,4034.708695000333,79.5,80.03699999999999,0,479.70300000000003,0,14.695,6480.937695000333
2023/02,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,50.08,0,5032.112839999995,425.47499999999997,37.098,1.08,2.936,0,23.169999999999998,14854.391839999995
2023/02,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,3.778,0,2994.0978179999297,467.36,180.855,0,3.5,0,38.935,17024.72581799993
2023/02,합계,합계,합계,경남,0,8200,0,27.19,0,1300,4.515000000000001,0,1481.9501400000224,86.18599999999999,145.469,0,15.355,0,4.583,11265.24814000002
2023/02,합계,합계,합계,제주,0,0,0,193.135,333.734,0,0,0,569.3732449999995,294.69939999999997,1.2164000000000001,0.5,396.949,0,19.2,1808.8070449999996
2023/02,합계,합계,합계,세종,0,0,0,0,530.441,0,5.28,0,64.19741499999999,0,2.31,0,5,0,3.25,610.478415
2023/02,합계,합계,합계,소계,24650,37727.882,400,915.5949999999999,41201.457,4700,873.9739999999996,346.33,21765.90548000304,1934.5064,1801.1154000000001,255.58,1805.095,0,456.8649999999999,138846.30528000303
2023/01,합계,합계,합계,서울,0,0,0,0,802.346,0,68.39999999999999,0,46.831825000000016,0,0.316,0,6.865,0,27.950000000000003,952.708825
2023/01,합계,합계,합계,부산,4550,19,0,0,1845.8360000000002,0,41.68,0,171.85947000000004,0.758,0.01,0,6.6899999999999995,0,33.9,6669.73347
2023/01,합계,합계,합계,대구,0,72.9,0,43.5,370.70000000000005,0,1.407,0,136.39717999999996,0,3.56,0,4.5,0,9.9,642.86418
2023/01,합계,합계,합계,인천,0,5080,0,36.22999999999999,8576.747,0,227.26500000000001,0,105.54367500000004,49,12.599,0,78.23,0,33.28,14198.894675
2023/01,합계,합계,합계,광주,0,0,0,0,115.24600000000001,0,21.035,0,244.43771599999988,0,1.83,0,2.14,0,4.36,389.0487159999999
2023/01,합계,합계,합계,대전,0,0,0,0,48.3,0,7.165000000000001,0,45.32189500000001,0,0,0,0.099,0,88,188.88589500000003
2023/01,합계,합계,합계,울산,2800,0,0,0,2514.7,0,27.878,0,82.03720500000003,1.65,0.3,0,0,0,21.9,5448.4652049999995
2023/01,합계,합계,합계,경기,0,253.35500000000002,0,43.650000000000006,17611.857000000004,400,261.49,0,1308.6232900000227,5.326,276.11800000000005,254,59.952999999999996,0,58.154999999999994,20532.527290000024
2023/01,합계,합계,합계,강원,0,4274,400,0,1279.2,1000,34.296,0,1583.6498010000441,522.5480000000001,520.0949999999999,0,361.31500000000005,0,13.39,9988.493801000044
2023/01,합계,합계,합계,충북,0,0,0,58.3,0,0,39.6,0,1155.1424300000256,0,507.004,0,2.66,0,52.806999999999995,1815.5134300000254
2023/01,합계,합계,합계,충남,0,18246.058,0,469.87,3713.45,0,63.92,346.33,2625.1009949998784,2,32.297,0,379.22,0,9.28,25887.52599499988
2023/01,합계,합계,합계,전북,0,445.369,0,7.340000000000001,718.4000000000001,600,21.165,0,3997.474665000222,79.5,80.03699999999999,0,479.70300000000003,0,14.695,6443.683665000222
2023/01,합계,합계,합계,전남,5900,981.1,0,22.43999999999999,2378.9,0,50.08,0,4993.049049999949,425.47499999999997,37.107,1.08,2.923,0,23.009999999999998,14815.164049999948
2023/01,합계,합계,합계,경북,11400,156.1,0,18.5,361.6,1400,3.778,0,2954.929903999748,467.36,180.155,0,3.5,0,38.935,16984.85790399975
