기간,지역,원자력,석탄,,,유류,LNG,양수,신재생,,,,,,,,,기타,전력시장 계
,,,유연탄,무연탄,계,,,,연료전지,석탄가스화,태양,풍력,수력,해양,바이오,폐기물,계,,
2022/12,경기,0,253.35500000000002,0,253.35500000000002,38.9,18473.386,400,259.19,0,313.123,5.25,275.65,254,58.504,0,1165.7169999999999,66.655,20398.013
2022/12,강원,0,5314,400,5714,0,1279.2,1000,34.2,0,586.0210000000015,522.4680000000001,517.792,0,358.845,0,2019.3260000000016,12.9,10025.426000000001
2022/12,충북,0,0,0,0,58.3,0,0,39.6,0,337.3350000000002,0,518.404,0,1.79,0,897.1290000000001,51.547,1006.9760000000009
2022/12,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,830.7450000000016,2,30.826999999999998,0,371.63,0,1645.4520000000016,808.84,24903.777999999995
2022/12,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,790.4350000000005,79.5,79.92699999999998,0,477.557,0,1447.2190000000005,14.535,3447.423000000008
2022/12,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,2203.673999999996,425.47499999999997,36.238,1,1.871,0,2718.3379999999956,2263.81,13986.947999999957
2022/12,경북,11400,156.1,0,156.1,0,417,1400,2.4,0,695.0770000000017,467.36,177.631,0,3.5,0,1345.968000000002,1281.665,16000.732999999998
2022/12,경남,0,8200,0,8200,26.3,0,1300,4.2,0,456.62000000000063,86.17999999999999,145.14000000000001,0,13.115,0,705.2550000000006,12.5,10244.055
2022/12,제주,0,0,0,0,186.245,333.73400000000004,0,0,0,368.1209999999995,294.59999999999997,0.8160000000000001,0.5,396.85,0,1060.8869999999997,20.4,1601.2660000000046
2022/12,세종,0,0,0,0,0,530.441,0,5.28,0,28.147,0,2.31,0,5,0,40.737,3.25,574.428
2022/12,소계,24650,39239.78200000001,400,39639.78200000001,819.0450000000001,42107.876000000004,4700,871.8679999999996,346.33,6946.456999999901,1934.233,1803.0239999999994,255.5,1787.0670000000002,0,13944.478999999901,4800.267,130661.44899999944
2022/11,서울,0,0,0,0,0,850.428,0,67.8,0,17.078000000000003,0,0,0,6.865,0,91.743,32.95,975.121
2022/11,부산,4550,19,0,19,0,1895.986,0,41.68,0,94.98599999999995,0.75,0,0,6.6899999999999995,0,144.10599999999994,40.195,6649.287
2022/11,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,54.237,0,3.56,0,4.5,0,63.197,15.6,619.197
2022/11,인천,0,5080,0,5080,0,8597.146999999999,0,227.16000000000003,0,48.06899999999999,49,12.599,0,78.23,0,415.05800000000005,36.18,14128.384999999998
2022/11,광주,0,0,0,0,0,115.246,0,20.72,0,63.2,0,1.83,0,2.12,0,87.87,4.36,207.476
2022/11,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/11,울산,2800,0,0,0,0,2787.2000000000003,0,27.878,0,35.817000000000014,1.65,0.3,0,0,0,65.64500000000001,38.08,5690.925000000001
2022/11,경기,0,253.35500000000002,0,253.35500000000002,38.9,18473.386,400,259.19,0,304.47400000000005,5.25,275.65,254,58.504,0,1157.0679999999998,66.655,20389.364
2022/11,강원,0,5314,400,5714,0,1279.2,1000,34.2,0,581.2020000000014,480.46800000000013,517.792,0,358.845,0,1972.5070000000017,12.9,9978.607
2022/11,충북,0,0,0,0,58.3,0,0,39.6,0,334.68000000000023,0,518.404,0,1.79,0,894.4740000000002,51.547,1004.321000000001
2022/11,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,795.2280000000015,2,30.826999999999998,0,371.63,0,1609.9350000000013,808.84,24868.260999999995
2022/11,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,788.8750000000006,79.5,79.92699999999998,0,477.557,0,1445.6590000000006,14.535,3445.8630000000076
2022/11,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,2149.7679999999946,373.775,36.238,1,1.871,0,2612.7319999999945,2263.81,13881.341999999962
2022/11,경북,11400,156.1,0,156.1,0,417,1400,2.4,0,674.0240000000015,425.36,177.631,0,3.5,0,1282.9150000000016,1281.665,15937.679999999997
2022/11,경남,0,8200,0,8200,26.3,0,1300,4.2,0,442.9160000000007,86.17999999999999,145.14000000000001,0,13.115,0,691.5510000000006,12.5,10230.351
2022/11,제주,0,0,0,0,186.245,333.73400000000004,0,0,0,362.46499999999963,294.59999999999997,0.8160000000000001,0.5,396.85,0,1055.2309999999998,20.4,1595.6100000000038
2022/11,세종,0,0,0,0,0,530.441,0,5.28,0,28.147,0,2.31,0,5,0,40.737,3.25,574.428
2022/11,소계,24650,39239.78200000001,400,39639.78200000001,819.0450000000001,42107.876000000004,4700,871.8679999999996,346.33,6789.74299999991,1798.533,1803.0239999999994,255.5,1787.0670000000002,0,13652.06499999991,4800.267,130369.03499999952
2022/10,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130263.867,130263.86700000241
2022/10,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/10,부산,4550,19,0,19,0,1895.986,0,41.68,0,87.39899999999997,0.75,0,0,6.6899999999999995,0,136.51899999999998,40.195,6641.7
2022/10,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,52.542,0,3.56,0,4.5,0,61.502,15.6,617.502
2022/10,인천,0,5080,0,5080,0,8597.146999999999,0,227.16000000000003,0,47.87599999999999,49,12.599,0,78.23,0,414.865,36.18,14128.192
2022/10,광주,0,0,0,0,0,115.246,0,20.72,0,63.2,0,1.83,0,2.12,0,87.87,4.36,207.476
2022/10,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/10,울산,2800,0,0,0,0,2787.2000000000003,0,27.878,0,38.811000000000014,1.65,0.3,0,0,0,68.63900000000002,38.08,5693.919000000001
2022/10,경기,0,253.35500000000002,0,253.35500000000002,38.9,18473.386,400,239.39000000000001,0,299.45500000000004,5.25,275.65,254,58.504,0,1132.2489999999998,66.655,20364.545
2022/10,강원,0,5314,400,5714,0,1279.2,1000,34.2,0,581.2020000000014,480.46800000000013,517.792,0,358.845,0,1972.5070000000017,12.9,9978.607
2022/10,충북,0,0,0,0,58.3,0,0,39.6,0,328.71000000000015,0,518.404,0,1.79,0,888.5040000000001,51.547,998.351000000001
2022/10,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,795.4810000000015,2,30.826999999999998,0,371.63,0,1610.1880000000015,808.84,24868.513999999996
2022/10,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,786.8200000000005,79.5,79.92699999999998,0,477.557,0,1443.6040000000005,14.535,3443.8080000000073
2022/10,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,2121.5489999999945,353.97499999999997,36.238,1,1.871,0,2564.7129999999943,2263.81,13833.32299999996
2022/10,경북,11400,156.1,0,156.1,0,417,1400,2.4,0,667.0300000000012,421.16,177.631,0,3.5,0,1271.7210000000014,1281.665,15926.485999999995
2022/10,경남,0,8200,0,8200,26.3,0,1300,4.2,0,437.3140000000006,86.17999999999999,145.14000000000001,0,13.115,0,685.9490000000005,12.5,10224.749000000002
2022/10,제주,0,0,0,0,186.245,333.73400000000004,0,0,0,354.94199999999955,294.59999999999997,0.8160000000000001,0.5,396.85,0,1047.7079999999996,20.4,1588.087000000004
2022/10,세종,0,0,0,0,0,530.441,0,5.28,0,28.147,0,2.31,0,5,0,40.737,3.25,574.428
2022/10,소계,24650,39239.78200000001,400,39639.78200000001,819.0450000000001,42107.876000000004,4700,852.0679999999996,346.33,6720.991999999907,1774.533,1803.0239999999994,255.5,1787.0670000000002,0,13539.513999999906,4800.267,130256.48399999956
2022/09,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/09,부산,4550,19,0,19,0,1895.986,0,41.68,0,85.46299999999998,0.75,0,0,6.6899999999999995,0,134.58299999999997,40.195,6639.764
2022/09,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,51.25,0,3.56,0,4.5,0,60.21,15.6,616.21
2022/09,인천,0,5080,0,5080,0,8597.146999999999,0,227.16000000000003,0,46.49599999999999,49,12.599,0,78.23,0,413.485,36.18,14126.812
2022/09,광주,0,0,0,0,0,115.246,0,12.32,0,62.828,0,1.83,0,2.12,0,79.098,4.36,198.70399999999995
2022/09,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/09,울산,2800,0,0,0,0,2787.2000000000003,0,30.677999999999997,0,37.01000000000001,1.65,0.3,0,0,0,69.63800000000002,38.08,5694.918000000001
2022/09,경기,0,253.35500000000002,0,253.35500000000002,38.9,18473.386,400,229.79000000000002,0,298.899,5.25,275.65,254,58.504,0,1122.0929999999998,66.655,20354.389
2022/09,강원,0,4274,400,4674,0,1279.2,1000,34.2,0,578.7580000000014,480.46800000000013,517.792,0,358.845,0,1970.0630000000017,12.9,8936.163
2022/09,충북,0,0,0,0,58.3,0,0,39.6,0,328.4610000000001,0,518.404,0,1.79,0,888.2550000000001,51.547,998.102000000001
2022/09,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,792.0100000000015,2,30.826999999999998,0,371.63,0,1606.7170000000015,808.84,24865.042999999998
2022/09,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,786.5210000000005,79.5,79.92699999999998,0,477.557,0,1443.3050000000005,14.535,3443.5090000000073
2022/09,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,2094.7649999999953,353.97499999999997,36.238,1,1.871,0,2537.928999999995,2263.81,13806.538999999964
2022/09,경북,11400,156.1,0,156.1,0,417,1400,2.4,0,661.0300000000013,421.16,177.631,0,3.5,0,1265.7210000000014,1281.665,15920.485999999997
2022/09,경남,0,8200,0,8200,26.3,0,1300,2.4,0,434.0780000000006,86.17999999999999,145.14000000000001,0,13.115,0,680.9130000000006,12.5,10219.713000000002
2022/09,제주,0,0,0,0,186.245,333.73400000000004,0,0,0,338.3189999999994,294.59999999999997,0.8160000000000001,0.5,396.85,0,1031.0849999999996,20.4,1571.464000000004
2022/09,세종,0,0,0,0,0,530.441,0,5.28,0,28.147,0,2.31,0,5,0,40.737,3.25,574.428
2022/09,소계,24650,38199.78200000001,400,38599.78200000001,819.0450000000001,42107.876000000004,4700,835.0679999999996,346.33,6654.548999999906,1774.533,1803.0239999999994,255.5,1787.0670000000002,0,13456.070999999905,4800.267,129133.04099999959
2022/08,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/08,부산,4550,19,0,19,0,1895.986,0,41.68,0,82.13199999999998,0.75,0,0,6.6899999999999995,0,131.25199999999998,40.195,6636.433
2022/08,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,51.25,0,3.56,0,4.5,0,60.21,15.6,616.21
2022/08,인천,0,5080,0,5080,0,8597.146999999999,0,227.16000000000003,0,46.49599999999999,49,12.599,0,78.23,0,413.485,36.18,14126.812
2022/08,광주,0,0,0,0,0,115.246,0,12.32,0,62.828,0,1.83,0,2.12,0,79.098,4.36,198.70399999999995
2022/08,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/08,울산,2800,0,0,0,0,2787.2000000000003,0,30.677999999999997,0,37.01000000000001,1.65,0.3,0,0,0,69.63800000000002,38.08,5694.918000000001
2022/08,경기,0,253.35500000000002,0,253.35500000000002,38.9,18280.958,400,229.79000000000002,0,297.168,5.25,275.65,254,58.504,0,1120.362,66.655,20160.23
2022/08,강원,0,4274,400,4674,0,1279.2,1000,34.2,0,573.3550000000014,459.46800000000013,517.792,0,358.845,0,1943.6600000000014,12.9,8909.76
2022/08,충북,0,0,0,0,58.3,0,0,19.8,0,325.444,0,518.404,0,1.79,0,865.438,51.547,975.2850000000012
2022/08,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,775.4240000000017,2,30.826999999999998,0,371.63,0,1590.1310000000017,808.84,24848.456999999995
2022/08,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,779.4420000000003,79.5,79.92699999999998,0,477.557,0,1436.2260000000003,14.535,3436.4300000000076
2022/08,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,1988.6299999999953,353.97499999999997,36.238,1,1.871,0,2431.7939999999953,2263.81,13700.40399999998
2022/08,경북,11400,156.1,0,156.1,0,417,1400,4.8,0,650.6430000000015,421.16,177.631,0,3.5,0,1257.7340000000015,1281.665,15912.498999999996
2022/08,경남,0,8200,0,8200,26.3,0,1300,2.4,0,424.2200000000006,86.17999999999999,145.14000000000001,0,13.115,0,671.0550000000005,12.5,10209.855000000001
2022/08,제주,0,0,0,0,186.245,333.73400000000004,0,0,0,323.15899999999937,294.59999999999997,0.8160000000000001,0.5,396.85,0,1015.9249999999994,20.4,1556.3040000000037
2022/08,세종,0,0,0,0,0,530.441,0,5.28,0,26.194,0,2.31,0,5,0,38.784,3.25,572.475
2022/08,소계,24650,38199.78200000001,400,38599.78200000001,819.0450000000001,41915.448000000004,4700,817.6679999999997,346.33,6473.90899999991,1753.533,1803.0239999999994,255.5,1787.0670000000002,0,13237.03099999991,4800.267,128721.57299999961
2022/07,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/07,부산,4550,19,0,19,0,1895.986,0,41.68,0,81.98399999999998,0.75,0,0,6.6899999999999995,0,131.10399999999998,40.195,6636.285
2022/07,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,49.751,0,3.56,0,4.5,0,58.711,15.6,614.711
2022/07,인천,0,5080,0,5080,0,8597.146999999999,0,227.16000000000003,0,46.49599999999999,49,12.599,0,78.23,0,413.485,36.18,14126.812
2022/07,광주,0,0,0,0,0,115.246,0,12.32,0,62.828,0,1.83,0,2.12,0,79.098,4.36,198.70399999999995
2022/07,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/07,울산,2800,0,0,0,0,2787.2000000000003,0,30.677999999999997,0,37.01000000000001,1.65,0.3,0,0,0,69.63800000000002,38.08,5694.918000000001
2022/07,경기,0,253.35500000000002,0,253.35500000000002,38.9,18280.958,400,229.79000000000002,0,293.12699999999995,5.25,275.65,254,58.504,0,1116.321,66.655,20156.189
2022/07,강원,0,4274,400,4674,0,1279.2,1000,34.2,0,547.0910000000015,459.46800000000013,517.792,0,355.845,0,1914.3960000000018,12.9,8880.496000000001
2022/07,충북,0,0,0,0,58.3,0,0,19.8,0,309.48400000000004,0,518.404,0,1.79,0,849.4780000000001,51.547,959.3250000000015
2022/07,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,768.4810000000017,2,30.826999999999998,0,371.63,0,1583.1880000000015,808.84,24841.513999999996
2022/07,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,770.4960000000005,79.5,79.92699999999998,0,477.557,0,1427.2800000000007,14.535,3427.4840000000067
2022/07,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,1946.9139999999961,353.97499999999997,36.238,1,1.871,0,2390.077999999996,2263.81,13658.687999999982
2022/07,경북,11400,156.1,0,156.1,0,417,1400,4.8,0,636.0720000000014,421.16,177.631,0,3.5,0,1243.1630000000014,1281.665,15897.927999999996
2022/07,경남,0,8200,0,8200,26.3,0,1300,2.4,0,413.62000000000063,86.17999999999999,145.14000000000001,0,13.115,0,660.4550000000006,12.5,10199.255000000001
2022/07,제주,0,0,0,0,226.245,333.73400000000004,0,0,0,318.5309999999995,294.59999999999997,0.8160000000000001,0.5,356.85,0,971.2969999999995,20.4,1551.6760000000031
2022/07,세종,0,0,0,0,0,530.441,0,5.28,0,26.194,0,2.31,0,5,0,38.784,3.25,572.475
2022/07,소계,24650,38199.78200000001,400,38599.78200000001,859.0450000000001,41915.448000000004,4700,817.6679999999997,346.33,6338.592999999901,1753.533,1803.0239999999994,255.5,1744.0670000000002,0,13058.7149999999,4800.267,128583.25699999963
2022/06,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/06,부산,4550,19,0,19,0,1895.986,0,41.68,0,79.119,0.75,0,0,6.6899999999999995,0,128.239,40.195,6633.42
2022/06,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,49.751,0,3.56,0,4.5,0,58.711,15.6,614.711
2022/06,인천,0,5080,0,5080,0,8597.146999999999,0,211.32000000000002,0,46.49599999999999,49,12.599,0,78.23,0,397.64500000000004,36.18,14110.972
2022/06,광주,0,0,0,0,0,115.246,0,12.32,0,62.828,0,1.83,0,2.12,0,79.098,4.36,198.70399999999995
2022/06,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/06,울산,2800,0,0,0,0,2787.2000000000003,0,30.677999999999997,0,36.61500000000001,1.65,0.3,0,0,0,69.24300000000001,38.08,5694.523000000001
2022/06,경기,0,253.35500000000002,0,253.35500000000002,38.9,17893.536,400,229.79000000000002,0,289.17599999999993,5.25,275.65,254,58.504,0,1112.37,66.655,19764.816000000003
2022/06,강원,0,4274,400,4674,0,1279.2,1000,34.2,0,539.6120000000011,459.46800000000013,517.792,0,355.845,0,1906.9170000000015,12.9,8873.017000000002
2022/06,충북,0,0,0,0,58.3,0,0,19.8,0,307.581,0,518.404,0,1.79,0,847.575,51.547,957.4220000000015
2022/06,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,757.9660000000015,2,30.746999999999996,0,371.63,0,1572.5930000000017,808.84,24830.918999999994
2022/06,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,767.4430000000004,79.5,79.92699999999998,0,477.557,0,1424.2270000000003,14.535,3424.431000000007
2022/06,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,1935.566999999996,353.97499999999997,36.238,1,1.871,0,2378.7309999999957,2263.81,13647.340999999982
2022/06,경북,11400,156.1,0,156.1,0,417,1400,4.8,0,629.8680000000014,421.16,177.631,0,3.5,0,1236.9590000000014,1281.665,15891.723999999997
2022/06,경남,0,8200,0,8200,26.3,0,1300,2.4,0,409.25600000000065,86.17999999999999,145.14000000000001,0,13.115,0,656.0910000000007,12.5,10194.891000000001
2022/06,제주,0,0,0,0,226.245,333.73400000000004,0,0,0,314.7579999999996,294.59999999999997,0.8160000000000001,0.5,356.85,0,967.5239999999995,20.4,1547.903000000003
2022/06,세종,0,0,0,0,0,530.441,0,5.28,0,25.416,0,2.31,0,5,0,38.006,3.25,571.697
2022/06,소계,24650,38199.78200000001,400,38599.78200000001,859.0450000000001,41528.026000000005,4700,801.8279999999996,346.33,6281.965999999901,1753.533,1802.9439999999993,255.5,1744.0670000000002,0,12986.167999999901,4800.267,128123.28799999964
2022/05,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/05,부산,4550,19,0,19,0,1895.986,0,41.68,0,78.622,0.75,0,0,6.6899999999999995,0,127.74199999999999,40.195,6632.923
2022/05,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,49.253,0,3.56,0,4.5,0,58.213,15.6,614.213
2022/05,인천,0,5080,0,5080,0,8597.146999999999,0,211.32000000000002,0,46.49599999999999,49,12.599,0,78.23,0,397.64500000000004,36.18,14110.972
2022/05,광주,0,0,0,0,0,115.246,0,12.32,0,62.828,0,1.83,0,2.12,0,79.098,4.36,198.70399999999995
2022/05,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/05,울산,2800,0,0,0,0,2787.2000000000003,0,30.677999999999997,0,36.61500000000001,1.65,0.3,0,0,0,69.24300000000001,38.08,5694.523000000001
2022/05,경기,0,253.35500000000002,0,253.35500000000002,43.2,17893.536,400,220.19000000000003,0,285.614,5.25,275.65,254,58.504,0,1099.2079999999999,66.655,19755.954
2022/05,강원,0,4274,400,4674,0,1279.2,1000,34.2,0,537.6770000000012,459.46800000000013,517.792,0,355.845,0,1904.9820000000016,12.9,8871.082
2022/05,충북,0,0,0,0,58.3,0,0,19.8,0,300.899,0,518.404,0,1.79,0,840.893,51.547,950.7400000000015
2022/05,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,749.9500000000015,2,38.945,0,371.63,0,1572.7750000000015,808.84,24831.100999999995
2022/05,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,763.0930000000005,79.5,79.92699999999998,0,477.557,0,1419.8770000000004,14.535,3420.0810000000074
2022/05,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,1929.8069999999962,353.97499999999997,36.238,1,1.871,0,2372.970999999996,2263.81,13641.580999999984
2022/05,경북,10000,156.1,0,156.1,0,417,1400,4.8,0,628.4230000000014,421.16,177.631,0,3.5,0,1235.5140000000015,1281.665,14490.278999999997
2022/05,경남,0,8200,0,8200,26.3,0,1300,2.4,0,408.4240000000006,86.17999999999999,145.14000000000001,0,13.115,0,655.2590000000006,12.5,10194.059000000001
2022/05,제주,0,0,0,0,226.245,333.73400000000004,0,0,0,312.98399999999964,294.59999999999997,0.8160000000000001,0.5,356.85,0,965.7499999999997,20.4,1546.129000000003
2022/05,세종,0,0,0,0,0,530.441,0,5.28,0,25.416,0,2.31,0,5,0,38.006,3.25,571.697
2022/05,소계,23250,38199.78200000001,400,38599.78200000001,863.345,41528.026000000005,4700,792.2279999999996,346.33,6246.6149999999025,1753.533,1811.1419999999994,255.5,1744.0670000000002,0,12949.414999999903,4800.267,126690.83499999967
2022/04,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/04,부산,4550,19,0,19,0,1895.986,0,41.68,0,78.622,0.75,0,0,6.6899999999999995,0,127.74199999999999,40.195,6632.923
2022/04,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,49.253,0,3.56,0,4.5,0,58.213,15.6,614.213
2022/04,인천,0,5080,0,5080,0,8597.146999999999,0,211.32000000000002,0,46.49599999999999,49,12.599,0,78.23,0,397.64500000000004,36.18,14110.972
2022/04,광주,0,0,0,0,0,115.246,0,12.32,0,60.331,0,1.83,0,2.12,0,76.60100000000001,4.36,196.207
2022/04,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.576999999999998,0,0,0,0,0,21.637,96.8,192.817
2022/04,울산,2800,0,0,0,0,2787.2000000000003,0,30.677999999999997,0,36.61500000000001,1.65,0.3,0,0,0,69.24300000000001,38.08,5694.523000000001
2022/04,경기,0,253.35500000000002,0,253.35500000000002,43.2,17893.536,400,220.19000000000003,0,284.17299999999994,5.25,275.65,254,58.504,0,1097.7669999999998,66.655,19754.513
2022/04,강원,0,3234,400,3634,0,1279.2,1000,34.2,0,537.6770000000012,459.46800000000013,517.792,0,355.845,0,1904.9820000000016,12.9,7831.082
2022/04,충북,0,0,0,0,58.3,0,0,19.8,0,299.16499999999996,0,518.404,0,1.79,0,839.1589999999999,51.547,949.0060000000016
2022/04,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,744.5160000000014,2,38.945,0,371.63,0,1567.3410000000013,808.84,24825.666999999994
2022/04,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,750.5550000000005,79.5,79.92699999999998,0,477.557,0,1407.3390000000004,14.535,3407.543000000007
2022/04,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,1905.3219999999953,353.97499999999997,36.238,1,1.871,0,2348.4859999999953,2263.81,13617.095999999987
2022/04,경북,10000,156.1,0,156.1,0,417,1400,4.8,0,623.2280000000012,421.16,177.631,0,3.5,0,1230.3190000000013,1281.665,14485.083999999997
2022/04,경남,0,8200,0,8200,26.3,0,1300,2.4,0,400.8290000000006,67.38,145.14000000000001,0,13.115,0,628.8640000000006,12.5,10167.664
2022/04,제주,0,0,0,0,226.245,333.73400000000004,0,0,0,308.8739999999996,294.59999999999997,0.8160000000000001,0.5,356.85,0,961.6399999999996,20.4,1542.0190000000027
2022/04,세종,0,0,0,0,0,530.441,0,5.28,0,25.416,0,2.31,0,5,0,38.006,3.25,571.697
2022/04,소계,23250,37159.78200000001,400,37559.78200000001,863.345,41528.026000000005,4700,792.2279999999996,346.33,6181.585999999908,1734.733,1811.1419999999994,255.5,1744.0670000000002,0,12865.585999999908,4800.267,125567.0059999997
2022/03,서울,0,0,0,0,0,850.428,0,67.8,0,15.937000000000003,0,0,0,6.865,0,90.60199999999999,32.95,973.98
2022/03,부산,4550,19,0,19,0,1895.986,0,41.68,0,78.622,0.75,0,0,6.6899999999999995,0,127.74199999999999,40.195,6632.923
2022/03,대구,0,72.9,0,72.9,43.5,424,0,0.9,0,47.205,0,3.56,0,4.5,0,56.165,15.6,612.165
2022/03,인천,0,5080,0,5080,0,8597.146999999999,0,211.32000000000002,0,46.49599999999999,49,12.599,0,78.23,0,397.64500000000004,36.18,14110.972
2022/03,광주,0,0,0,0,0,115.246,0,0,0,60.331,0,1.83,0,2.12,0,64.281,4.36,183.88699999999997
2022/03,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,14.396999999999998,0,0,0,0,0,21.457,96.8,192.637
2022/03,울산,2800,0,0,0,0,2787.2000000000003,0,30.677999999999997,0,36.61500000000001,1.65,0.3,0,0,0,69.24300000000001,38.08,5694.523000000001
2022/03,경기,0,253.35500000000002,0,253.35500000000002,43.2,17893.536,400,220.19000000000003,0,283.54299999999995,5.25,275.65,254,58.504,0,1097.1369999999997,66.655,19753.883
2022/03,강원,0,3234,400,3634,0,1279.2,1000,34.2,0,536.1920000000011,459.46800000000013,517.792,0,355.845,0,1903.4970000000014,12.9,7829.597000000001
2022/03,충북,0,0,0,0,58.3,0,0,19.8,0,291.74999999999994,0,518.404,0,1.79,0,831.7439999999999,51.547,941.5910000000015
2022/03,충남,0,18246.058,0,18246.058,465.8,3737.6279999999997,0,63.92,346.33,741.6580000000015,2,38.945,0,371.63,0,1564.4830000000015,808.84,24822.808999999997
2022/03,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,19.8,0,749.5150000000006,79.5,79.92699999999998,0,417.557,0,1346.2990000000004,74.535,3406.503000000007
2022/03,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,50.08,0,1875.5949999999948,345.97499999999997,36.238,1,1.871,0,2310.7589999999946,2263.81,13579.368999999992
2022/03,경북,10000,156.1,0,156.1,0,417,1400,4.8,0,618.1520000000012,421.16,177.631,0,3.5,0,1225.2430000000013,1281.665,14480.007999999996
2022/03,경남,0,8200,0,8200,26.3,0,1300,2.4,0,396.33100000000064,67.38,145.14000000000001,0,13.115,0,624.3660000000007,12.5,10163.166000000001
2022/03,제주,0,0,0,0,226.245,333.73400000000004,0,0,0,308.95899999999966,294.59999999999997,0.8160000000000001,0.5,356.85,0,961.7249999999997,20.4,1542.1040000000025
2022/03,세종,0,0,0,0,0,530.441,0,5.28,0,24.594,0,2.31,0,5,0,37.184000000000005,3.25,570.875
2022/03,소계,23250,37159.78200000001,400,37559.78200000001,863.345,41528.026000000005,4700,779.9079999999996,346.33,6125.891999999913,1726.733,1811.1419999999994,255.5,1684.0670000000002,0,12729.571999999913,4860.267,125490.99199999974
