기간,지역,원자력,석탄,,,유류,LNG,양수,신재생,,,,,,,,,기타,전력시장 계
,,,유연탄,무연탄,계,,,,연료전지,석탄가스화,태양,풍력,수력,해양,바이오,폐기물,계,,
2024/12,경기,0,253.35500000000002,0,253.35500000000002,38.9,19834.818,400,294.23,0,439.2030000000009,5.25,275.495,254,55.854,0,1324.0320000000008,64.955,21916.059999999998
2024/12,강원,0,7414,400,7814,0,1279.2,1000,98.4,0,753.3400000000014,570.1180000000002,522.792,0,365.795,0,2310.4450000000015,18.48,12422.124999999996
2024/12,충북,0,0,0,0,0,837.422,0,59.400000000000006,0,415.9170000000006,0,518.0440000000001,0,1.79,0,995.1510000000006,50.037,1882.6100000000017
2024/12,충남,0,18246.058,0,18246.058,465.8,4240.737999999999,0,82.72,346.33,1518.9860000000042,2,30.781,0,375.65,0,2356.467000000004,812.84,26121.902999999988
2024/12,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,15,0,905.3910000000017,79.5,78.80699999999997,0,474.66700000000003,0,1553.3650000000016,14.535,3553.5690000000095
2024/12,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,68.56,0,3132.8709999999796,550.875,35.619,0,1.231,0,3789.15599999998,2282.51,15076.46599999995
2024/12,경북,12800,156.1,0,156.1,0,417,1400,65.91,0,882.8180000000041,566.43,177.131,0,1.5,0,1693.789000000004,1697.035,18163.923999999995
2024/12,경남,0,8200,0,8200,26.3,1130.972,1300,9,0,627.8880000000016,101.77999999999999,145.14000000000001,0,13.25,0,897.0580000000016,10.75,11565.080000000002
2024/12,제주,0,0,0,0,0,492.53000000000003,0,0,0,449.50499999999937,421.96999999999997,0.8160000000000001,0.5,434.45,0,1307.2409999999993,414.808,2214.578999999997
2024/12,세종,0,0,0,0,0,1127.612,0,5.28,0,35.632999999999996,0,2.31,0,5,0,48.223,3.25,1179.085
2024/12,소계,26050,41339.78200000001,400,41739.78200000001,531,48062.37899999999,4700,1158.3779999999995,346.33,9659.85799999987,2359.2229999999995,1805.7239999999993,254.5,1816.101,0,17400.113999999867,5676.05,144159.3249999987
2024/11,서울,0,0,0,0,0,850.428,0,86.3,0,18.488000000000003,0,0,0,6.865,0,111.65299999999999,32.95,995.0310000000001
2024/11,부산,4550,19,0,19,0,1895.986,0,40.480000000000004,0,143.86299999999994,0.75,0,0,5.069,0,190.16199999999995,39.7,6694.848
2024/11,대구,0,72.9,0,72.9,0,694,0,3.9,0,110.97899999999997,11.55,4.0600000000000005,0,4.5,0,134.98899999999998,15.6,917.4889999999999
2024/11,인천,0,5080,0,5080,0,8597.146999999999,0,245.64000000000004,0,59.65999999999999,49,12.599,0,68.36,0,435.259,41.65,14154.055999999999
2024/11,광주,0,0,0,0,0,115.246,0,20.72,0,74.71799999999998,0,1.83,0,2.12,0,99.38799999999998,3.96,218.59399999999997
2024/11,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,19.945,0,0,0,0,0,27.005000000000003,96.8,198.185
2024/11,울산,2800,0,0,0,0,3891.8,0,37.298,0,61.95500000000001,0,0.3,0,0,0,99.55300000000001,76.19,6867.543000000001
2024/11,경기,0,253.35500000000002,0,253.35500000000002,38.9,19834.818,400,294.23,0,428.48500000000087,5.25,275.495,254,55.854,0,1313.314000000001,64.955,21905.341999999997
2024/11,강원,0,7414,400,7814,0,1279.2,1000,98.4,0,747.3960000000015,570.1180000000002,522.792,0,365.795,0,2304.5010000000016,18.48,12416.180999999997
2024/11,충북,0,0,0,0,0,837.422,0,59.400000000000006,0,409.67700000000053,0,518.404,0,1.79,0,989.2710000000005,50.037,1876.7300000000016
2024/11,충남,0,18246.058,0,18246.058,465.8,4240.737999999999,0,82.72,346.33,1508.5080000000041,2,30.781,0,375.65,0,2345.989000000004,812.84,26111.42499999999
2024/11,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,15,0,904.2370000000019,79.5,78.80699999999997,0,474.66700000000003,0,1552.211000000002,14.535,3552.41500000001
2024/11,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,68.56,0,3116.4269999999797,550.875,35.619,0,1.231,0,3772.71199999998,2282.51,15060.021999999952
2024/11,경북,12800,156.1,0,156.1,0,417,1400,65.91,0,872.7560000000041,566.43,177.131,0,1.5,0,1683.7270000000042,1697.035,18153.861999999994
2024/11,경남,0,8200,0,8200,26.3,1130.972,1300,9,0,621.7140000000016,86.17999999999999,145.14000000000001,0,13.25,0,875.2840000000016,12.2,11544.756000000001
2024/11,제주,0,0,0,0,0,492.53000000000003,0,0,0,447.87299999999937,421.96999999999997,0.8160000000000001,0.5,434.45,0,1305.6089999999995,414.808,2212.946999999997
2024/11,세종,0,0,0,0,0,1127.612,0,5.28,0,35.632999999999996,0,2.31,0,5,0,48.223,3.25,1179.085
2024/11,소계,26050,41339.78200000001,400,41739.78200000001,531,48071.37899999999,4700,1139.8979999999995,346.33,9582.313999999868,2343.6229999999996,1806.0839999999992,254.5,1816.101,0,17288.849999999864,5677.5,144058.51099999872
2024/10,서울,0,0,0,0,0,850.428,0,85.5,0,18.041000000000004,0,0,0,6.865,0,110.40599999999999,32.95,993.784
2024/10,부산,4550,19,0,19,0,1895.986,0,40.480000000000004,0,135.71799999999993,0.75,0,0,4.574,0,181.52199999999993,40.195,6686.7029999999995
2024/10,대구,0,72.9,0,72.9,0,694,0,3.9,0,101.43699999999997,11.55,4.0600000000000005,0,4.5,0,125.44699999999997,15.6,907.9469999999999
2024/10,인천,0,5080,0,5080,0,8597.146999999999,0,245.64000000000004,0,59.65999999999999,49,12.599,0,68.36,0,435.259,41.65,14154.055999999999
2024/10,광주,0,0,0,0,0,115.246,0,20.72,0,72.22299999999997,0,1.83,0,2.12,0,96.89299999999997,3.96,216.09899999999996
2024/10,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,17.729,0,0,0,0,0,24.789,96.8,195.969
2024/10,울산,2800,0,0,0,0,3906.8,0,37.298,0,59.24300000000001,0,0.3,0,0,0,96.84100000000001,34.38,6838.021000000001
2024/10,경기,0,253.35500000000002,0,253.35500000000002,38.9,19834.818,400,254.63000000000002,0,424.46900000000085,5.25,275.45,254,55.854,0,1269.653000000001,64.955,21861.680999999997
2024/10,강원,0,7414,400,7814,0,1279.2,1000,98.4,0,749.9550000000016,570.1180000000002,522.792,0,365.795,0,2307.0600000000018,18.48,12418.739999999996
2024/10,충북,0,0,0,0,0,734.077,0,59.400000000000006,0,407.57300000000055,0,518.404,0,1.79,0,987.1670000000005,50.037,1771.2810000000013
2024/10,충남,0,18246.058,0,18246.058,465.8,4240.737999999999,0,82.72,346.33,1393.2850000000042,2,30.826999999999998,0,375.65,0,2230.812000000004,812.84,25996.24799999999
2024/10,전북,0,667.2689999999999,0,667.2689999999999,0,718.4,600,15,0,900.925000000002,79.5,78.80699999999997,0,474.66700000000003,0,1548.8990000000022,14.535,3549.1030000000096
2024/10,전남,5900,1231.1,0,1231.1,0,1873.6999999999998,0,68.56,0,3112.6559999999795,454.87499999999994,35.638,0,1.231,0,3672.9599999999796,2282.51,14960.269999999951
2024/10,경북,12800,156.1,0,156.1,0,417,1400,65.91,0,867.0090000000039,566.43,177.131,0,1.5,0,1677.9800000000039,1697.035,18148.114999999994
2024/10,경남,0,8200,0,8200,26.3,1130.972,1300,4.2,0,611.0230000000014,86.17999999999999,145.14000000000001,0,13.25,0,859.7930000000014,12.2,11529.265000000001
2024/10,제주,0,0,0,0,0,492.53000000000003,0,0,0,447.87299999999937,421.96999999999997,0.8160000000000001,0.5,434.45,0,1305.6089999999995,414.808,2212.946999999997
2024/10,세종,0,0,0,0,0,1127.612,0,5.28,0,35.44,0,2.31,0,5,0,48.03,3.25,1178.892
2024/10,소계,26050,41339.78200000001,400,41739.78200000001,531,47983.03399999999,4700,1094.6979999999994,346.33,9414.25899999986,2247.6229999999996,1806.1039999999994,254.5,1815.6060000000002,0,16979.119999999857,5636.185,143619.12099999876
2024/09,서울,0,0,0,0,0,850.428,0,85.5,0,18.041000000000004,0,0,0,6.865,0,110.40599999999999,32.95,993.784
2024/09,부산,4550,19,0,19,0,1895.986,0,40.480000000000004,0,134.26499999999996,0.75,0,0,4.574,0,180.06899999999996,40.195,6685.25
2024/09,대구,0,72.9,0,72.9,0,694,0,3.9,0,69.40899999999998,0,3.56,0,4.5,0,81.36899999999999,15.6,863.8689999999999
2024/09,인천,0,5080,0,5080,0,8597.146999999999,0,245.64000000000004,0,59.65999999999999,49,12.599,0,68.36,0,435.259,41.65,14154.055999999999
2024/09,광주,0,0,0,0,0,115.246,0,20.72,0,72.22299999999997,0,1.83,0,2.12,0,96.89299999999997,3.96,216.09899999999996
2024/09,대전,0,0,0,0,0,74.38,0,7.0600000000000005,0,16.660999999999998,0,0,0,0,0,23.720999999999997,96.8,194.901
2024/09,울산,2800,0,0,0,0,3906.8,0,37.298,0,59.19100000000001,0,0.3,0,0,0,96.789,34.38,6837.969
2024/09,경기,0,253.35500000000002,0,253.35500000000002,38.9,19834.818,400,254.63000000000002,0,419.92700000000065,5.25,275.45,254,55.854,0,1265.1110000000008,64.955,21857.139
